Healthy, Infected, Recovered, Immune
22408,17288,60304,0
22365,17272,60363,0
22329,17264,60407,0
22301,17221,60478,0
22259,17237,60504,0
22226,17221,60553,0
22200,17181,60619,0
22151,17150,60699,0
22113,17137,60750,0
22090,17115,60795,0
22080,17077,60843,0
22053,17079,60868,0
22023,17062,60915,0
21998,17021,60981,0
21993,16989,61018,0
21942,16982,61076,0
21928,16959,61113,0
21880,16955,61165,0
21883,16892,61225,0
21866,16819,61315,0
21841,16775,61384,0
21817,16741,61442,0
21796,16712,61492,0
21779,16695,61526,0
21728,16685,61587,0
21698,16642,61660,0
21668,16620,61712,0
21642,16565,61793,0
21636,16498,61866,0
21621,16438,61941,0
21603,16423,61974,0
21579,16393,62028,0
21516,16353,62131,0
21492,16318,62190,0
21455,16274,62271,0
21486,16224,62290,0
21459,16186,62355,0
21452,16139,62409,0
21424,16112,62464,0
21397,16080,62523,0
21332,16069,62599,0
21319,16014,62667,0
21294,15962,62744,0
21282,15933,62785,0
21246,15927,62827,0
21223,15888,62889,0
21189,15867,62944,0
21159,15824,63017,0
21167,15766,63067,0
21112,15756,63132,0
21079,15724,63197,0
21059,15693,63248,0
21040,15673,63287,0
21016,15632,63352,0
21011,15571,63418,0
20989,15548,63463,0
20980,15520,63500,0
20946,15483,63571,0
20918,15446,63636,0
20897,15419,63684,0
20876,15351,63773,0
20850,15291,63859,0
20795,15308,63897,0
20775,15290,63935,0
20720,15273,64007,0
20673,15255,64072,0
20636,15242,64122,0
20622,15209,64169,0
20619,15166,64215,0
20582,15160,64258,0
20538,15142,64320,0
20475,15144,64381,0
20411,15139,64450,0
20388,15145,64467,0
20368,15152,64480,0
20364,15103,64533,0
20343,15102,64555,0
20331,15065,64604,0
20300,15049,64651,0
20285,14989,64726,0
20275,14975,64750,0
20268,14924,64808,0
20228,14937,64835,0
20197,14910,64893,0
20175,14886,64939,0
20156,14869,64975,0
20122,14837,65041,0
20106,14779,65115,0
20079,14766,65155,0
20032,14787,65181,0
20015,14764,65221,0
19979,14742,65279,0
19963,14709,65328,0
19948,14697,65355,0
19930,14659,65411,0
19912,14625,65463,0
19878,14620,65502,0
19841,14606,65553,0
19806,14603,65591,0
19778,14584,65638,0
19752,14604,65644,0
19739,14647,65614,0
19732,14744,65524,0
19715,14861,65424,0
19687,14982,65331,0
19652,15106,65242,0
19636,15182,65182,0
19619,15175,65206,0
19602,15127,65271,0
19578,15089,65333,0
19540,15075,65385,0
19496,15037,65467,0
19472,14993,65535,0
19447,14978,65575,0
19436,14948,65616,0
19385,14929,65686,0
19351,14940,65709,0
19315,14915,65770,0
19282,14896,65822,0
19282,14874,65844,0
19246,14862,65892,0
19230,14842,65928,0
19210,14819,65971,0
19177,14796,66027,0
19140,14784,66076,0
19128,14776,66096,0
19095,14758,66147,0
19095,14721,66184,0
19077,14708,66215,0
19063,14710,66227,0
19043,14681,66276,0
19011,14661,66328,0
18974,14697,66329,0
18968,14656,66376,0
18945,14646,66409,0
18957,14589,66454,0
18941,14553,66506,0
18927,14536,66537,0
18933,14532,66535,0
18932,14517,66551,0
18921,14516,66563,0
18894,14495,66611,0
18902,14460,66638,0
18907,14417,66676,0
18886,14395,66719,0
18861,14373,66766,0
18856,14357,66787,0
18818,14364,66818,0
18812,14359,66829,0
18801,14340,66859,0
18780,14328,66892,0
18774,14296,66930,0
18769,14274,66957,0
18770,14218,67012,0
18749,14200,67051,0
18725,14202,67073,0
18742,14173,67085,0
18737,14153,67110,0
18718,14152,67130,0
18729,14129,67142,0
18699,14107,67194,0
18711,14079,67210,0
18705,14066,67229,0
18704,14023,67273,0
18696,14011,67293,0
18663,13988,67349,0
18646,13969,67385,0
18648,13964,67388,0
18628,13953,67419,0
18598,13948,67454,0
18608,13914,67478,0
18574,13892,67534,0
18516,13931,67553,0
18513,13874,67613,0
18517,13876,67607,0
18491,13867,67642,0
18495,13866,67639,0
18515,13818,67667,0
18500,13808,67692,0
18467,13794,67739,0
18447,13771,67782,0
18456,13737,67807,0
18451,13715,67834,0
18450,13681,67869,0
18444,13607,67949,0
18449,13568,67983,0
18438,13530,68032,0
18436,13513,68051,0
18446,13493,68061,0
18435,13477,68088,0
18426,13473,68101,0
18406,13433,68161,0
18400,13374,68226,0
18371,13328,68301,0
18328,13317,68355,0
18302,13311,68387,0
18266,13348,68386,0
18247,13351,68402,0
18240,13342,68418,0
18250,13333,68417,0
18217,13336,68447,0
18199,13333,68468,0
18192,13324,68484,0
18192,13307,68501,0
18172,13277,68551,0
18171,13248,68581,0
18142,13263,68595,0
18131,13248,68621,0
18116,13226,68658,0
18103,13209,68688,0
18088,13196,68716,0
18069,13148,68783,0
18040,13134,68826,0
18044,13092,68864,0
18019,13104,68877,0
17997,13096,68907,0
17966,13108,68926,0
17942,13099,68959,0
17945,13076,68979,0
17941,13029,69030,0
17929,13002,69069,0
17892,13004,69104,0
17878,12979,69143,0
17875,12964,69161,0
17872,12954,69174,0
17877,12939,69184,0
17845,12929,69226,0
17842,12904,69254,0
17829,12869,69302,0
17802,12877,69321,0
17774,12867,69359,0
17744,12819,69437,0
17736,12779,69485,0
17701,12775,69524,0
17682,12770,69548,0
17664,12780,69556,0
17651,12769,69580,0
17628,12762,69610,0
17626,12718,69656,0
17638,12672,69690,0
17600,12666,69734,0
17590,12641,69769,0
17569,12633,69798,0
17567,12636,69797,0
17557,12615,69828,0
17533,12590,69877,0
17537,12539,69924,0
17531,12519,69950,0
17562,12459,69979,0
17542,12439,70019,0
17530,12437,70033,0
17521,12419,70060,0
17529,12350,70121,0
17538,12332,70130,0
17528,12312,70160,0
17501,12309,70190,0
17511,12315,70174,0
17502,12328,70170,0
17495,12302,70203,0
17456,12313,70231,0
17470,12315,70215,0
17489,12275,70236,0
17493,12262,70245,0
17447,12287,70266,0
17446,12291,70263,0
17465,12263,70272,0
17447,12280,70273,0
17432,12267,70301,0
17432,12248,70320,0
17410,12233,70357,0
17432,12203,70365,0
17431,12180,70389,0
17439,12169,70392,0
17416,12177,70407,0
17410,12180,70410,0
17398,12195,70407,0
17387,12221,70392,0
17384,12220,70396,0
17371,12221,70408,0
17376,12194,70430,0
17362,12177,70461,0
17333,12183,70484,0
17318,12209,70473,0
17314,12205,70481,0
17302,12202,70496,0
17299,12198,70503,0
17285,12171,70544,0
17267,12148,70585,0
17241,12151,70608,0
17284,12118,70598,0
17292,12082,70626,0
17293,12073,70634,0
17283,12084,70633,0
17277,12087,70636,0
17288,12062,70650,0
17256,12100,70644,0
17242,12115,70643,0
17257,12102,70641,0
17277,12075,70648,0
17255,12083,70662,0
17233,12085,70682,0
17231,12110,70659,0
17206,12160,70634,0
17215,12155,70630,0
17186,12184,70630,0
17159,12204,70637,0
17158,12226,70616,0
17148,12207,70645,0
17175,12179,70646,0
17183,12176,70641,0
17154,12196,70650,0
17170,12203,70627,0
17138,12212,70650,0
17106,12244,70650,0
17056,12271,70673,0
17036,12266,70698,0
17040,12252,70708,0
17038,12256,70706,0
17023,12233,70744,0
17013,12238,70749,0
17615,11659,70726,0
17602,11698,70700,0
17556,11733,70711,0
17505,11776,70719,0
17468,11807,70725,0
17428,11843,70729,0
17395,11878,70727,0
17372,11891,70737,0
17350,11886,70764,0
17339,11888,70773,0
17318,11931,70751,0
17282,11987,70731,0
17227,12039,70734,0
17197,12069,70734,0
17185,12089,70726,0
17148,12132,70720,0
17104,12190,70706,0
17042,12244,70714,0
17008,12289,70703,0
16986,12301,70713,0
16957,12313,70730,0
16951,12317,70732,0
16905,12339,70756,0
16894,12371,70735,0
16863,12396,70741,0
16844,12426,70730,0
16822,12442,70736,0
16819,12439,70742,0
16810,12428,70762,0
16811,12425,70764,0
16779,12447,70774,0
16735,12475,70790,0
16710,12490,70800,0
16683,12514,70803,0
16672,12520,70808,0
16632,12558,70810,0
16594,12608,70798,0
16559,12639,70802,0
16520,12657,70823,0
16477,12727,70796,0
16438,12799,70763,0
16395,12826,70779,0
16350,12849,70801,0
16331,12886,70783,0
16291,12921,70788,0
16255,12964,70781,0
16181,13007,70812,0
16137,13040,70823,0
16111,13045,70844,0
16077,13068,70855,0
16054,13083,70863,0
16009,13095,70896,0
15984,13115,70901,0
15950,13150,70900,0
15939,13158,70903,0
15902,13170,70928,0
15876,13194,70930,0
15850,13211,70939,0
15840,13219,70941,0
15789,13259,70952,0
15755,13283,70962,0
15720,13313,70967,0
15670,13387,70943,0
15637,13421,70942,0
15614,13446,70940,0
15573,13470,70957,0
15544,13466,70990,0
15520,13468,71012,0
15494,13465,71041,0
15461,13500,71039,0
15429,13510,71061,0
15415,13556,71029,0
15369,13571,71060,0
15347,13568,71085,0
15312,13602,71086,0
15293,13616,71091,0
15277,13617,71106,0
15238,13620,71142,0
15213,13648,71139,0
15178,13686,71136,0
15157,13720,71123,0
15149,13747,71104,0
15130,13761,71109,0
15122,13770,71108,0
15141,13764,71095,0
15126,13758,71116,0
15112,13765,71123,0
15112,13775,71113,0
15126,13785,71089,0
15105,13828,71067,0
15105,13853,71042,0
15108,13851,71041,0
15100,13844,71056,0
15116,13835,71049,0
15123,13852,71025,0
15152,13834,71014,0
15136,13841,71023,0
15101,13849,71050,0
15089,13853,71058,0
15065,13892,71043,0
15053,13944,71003,0
15094,13931,70975,0
15104,13944,70952,0
15083,13960,70957,0
15051,14003,70946,0
15075,13989,70936,0
15039,13972,70989,0
14996,14008,70996,0
15035,13991,70974,0
15024,14013,70963,0
15014,14009,70977,0
15025,14009,70966,0
15007,14070,70923,0
14997,14165,70838,0
14995,14256,70749,0
14999,14379,70622,0
14992,14502,70506,0
15020,14581,70399,0
15013,14686,70301,0
15035,14731,70234,0
15034,14739,70227,0
15044,14691,70265,0
15043,14654,70303,0
15037,14633,70330,0
15062,14594,70344,0
15092,14554,70354,0
15099,14553,70348,0
15098,14554,70348,0
15144,14514,70342,0
15143,14522,70335,0
15147,14510,70343,0
15152,14485,70363,0
15139,14474,70387,0
15121,14453,70426,0
15133,14432,70435,0
15155,14396,70449,0
15156,14375,70469,0
15159,14337,70504,0
15140,14320,70540,0
15131,14324,70545,0
15121,14323,70556,0
15127,14307,70566,0
15156,14268,70576,0
15166,14254,70580,0
15157,14231,70612,0
15167,14222,70611,0
15199,14209,70592,0
15223,14198,70579,0
15252,14192,70556,0
15240,14227,70533,0
15202,14256,70542,0
15190,14260,70550,0
15203,14242,70555,0
15196,14254,70550,0
15203,14221,70576,0
15230,14199,70571,0
15229,14194,70577,0
15240,14168,70592,0
15236,14175,70589,0
15231,14152,70617,0
15240,14159,70601,0
15231,14131,70638,0
15252,14087,70661,0
15250,14078,70672,0
15270,14042,70688,0
15267,14061,70672,0
15255,14041,70704,0
15269,14023,70708,0
15267,14024,70709,0
15294,14011,70695,0
15306,13999,70695,0
15301,13992,70707,0
15312,13990,70698,0
15290,13995,70715,0
15332,13996,70672,0
15302,14055,70643,0
15318,14062,70620,0
15322,14053,70625,0
15345,14035,70620,0
15339,14036,70625,0
15326,14019,70655,0
15338,14015,70647,0
15354,14013,70633,0
15402,13941,70657,0
15444,13907,70649,0
15425,13911,70664,0
15437,13905,70658,0
15426,13912,70662,0
15457,13907,70636,0
15493,13877,70630,0
15508,13886,70606,0
15514,13859,70627,0
15524,13848,70628,0
15513,13860,70627,0
15535,13831,70634,0
15545,13823,70632,0
15588,13799,70613,0
15574,13836,70590,0
15598,13835,70567,0
15601,13833,70566,0
15576,13837,70587,0
15600,13820,70580,0
15587,13833,70580,0
15600,13850,70550,0
15619,13863,70518,0
15630,13866,70504,0
15611,13904,70485,0
15624,13899,70477,0
15650,13905,70445,0
15684,13919,70397,0
15718,13898,70384,0
15732,13896,70372,0
15758,13893,70349,0
15766,13919,70315,0
15866,13889,70245,0
15893,13908,70199,0
15912,13937,70151,0
15936,13938,70126,0
15936,13951,70113,0
15972,13955,70073,0
15960,13981,70059,0
15961,14036,70003,0
15954,14059,69987,0
15988,14069,69943,0
16004,14089,69907,0
16027,14091,69882,0
16028,14113,69859,0
16038,14147,69815,0
16049,14142,69809,0
16063,14142,69795,0
16108,14146,69746,0
16131,14160,69709,0
16172,14180,69648,0
16151,14219,69630,0
16164,14215,69621,0
16199,14242,69559,0
16252,14256,69492,0
16260,14286,69454,0
16283,14305,69412,0
16298,14336,69366,0
16299,14372,69329,0
16321,14419,69260,0
16352,14426,69222,0
16395,14449,69156,0
16421,14478,69101,0
16442,14492,69066,0
16441,14549,69010,0
16454,14580,68966,0
16458,14618,68924,0
16483,14621,68896,0
16528,14650,68822,0
16527,14669,68804,0
16549,14660,68791,0
16553,14701,68746,0
16569,14761,68670,0
16568,14789,68643,0
16555,14863,68582,0
16568,14878,68554,0
16598,14929,68473,0
16638,14927,68435,0
16683,14959,68358,0
16697,14977,68326,0
16734,15016,68250,0
16752,15052,68196,0
16762,15111,68127,0
16781,15125,68094,0
16805,15157,68038,0
16837,15194,67969,0
16830,15252,67918,0
16831,15292,67877,0
16854,15305,67841,0
16885,15295,67820,0
16880,15333,67787,0
16872,15373,67755,0
16889,15403,67708,0
16870,15507,67623,0
16862,15572,67566,0
16832,15629,67539,0
16846,15651,67503,0
16846,15693,67461,0
16841,15738,67421,0
16839,15792,67369,0
16853,15825,67322,0
16822,15900,67278,0
16854,15921,67225,0
16855,15948,67197,0
16852,15976,67172,0
16850,16013,67137,0
16864,16040,67096,0
16884,16082,67034,0
16861,16144,66995,0
16881,16169,66950,0
16879,16199,66922,0
16903,16221,66876,0
16869,16278,66853,0
16831,16334,66835,0
16807,16362,66831,0
17780,15689,66531,0
17759,15728,66513,0
17723,15794,66483,0
17666,15893,66441,0
17639,15982,66379,0
17608,16063,66329,0
17601,16108,66291,0
17575,16171,66254,0
17542,16232,66226,0
17504,16286,66210,0
17478,16352,66170,0
17464,16417,66119,0
17469,16441,66090,0
17391,16525,66084,0
17374,16579,66047,0
17346,16641,66013,0
17314,16689,65997,0
17280,16753,65967,0
17250,16798,65952,0
17198,16851,65951,0
17162,16884,65954,0
17114,16914,65972,0
17079,16973,65948,0
17062,17007,65931,0
17036,17055,65909,0
17016,17084,65900,0
16979,17150,65871,0
16926,17218,65856,0
16886,17281,65833,0
16864,17325,65811,0
16833,17401,65766,0
16791,17437,65772,0
16778,17438,65784,0
16738,17512,65750,0
16679,17556,65765,0
16654,17569,65777,0
16664,17555,65781,0
16632,17569,65799,0
16600,17598,65802,0
16547,17656,65797,0
16506,17684,65810,0
16493,17660,65847,0
16485,17636,65879,0
16459,17662,65879,0
16444,17675,65881,0
16438,17703,65859,0
16393,17751,65856,0
16374,17759,65867,0
16340,17796,65864,0
16341,17812,65847,0
16308,17817,65875,0
16266,17866,65868,0
16239,17890,65871,0
16236,17883,65881,0
16200,17903,65897,0
16186,17925,65889,0
16204,17864,65932,0
16205,17870,65925,0
16204,17913,65883,0
16176,17903,65921,0
16159,17897,65944,0
16145,17885,65970,0
16136,17889,65975,0
16131,17862,66007,0
16133,17838,66029,0
16101,17873,66026,0
16093,17882,66025,0
16091,17881,66028,0
16049,17891,66060,0
16031,17882,66087,0
16021,17843,66136,0
15994,17827,66179,0
15981,17800,66219,0
15946,17796,66258,0
15905,17804,66291,0
15890,17803,66307,0
15883,17777,66340,0
15876,17768,66356,0
15843,17768,66389,0
15821,17822,66357,0
15852,17789,66359,0
15829,17794,66377,0
15821,17783,66396,0
15838,17756,66406,0
15854,17719,66427,0
15840,17713,66447,0
15793,17743,66464,0
15803,17727,66470,0
15766,17728,66506,0
15794,17677,66529,0
15786,17657,66557,0
15783,17641,66576,0
15762,17637,66601,0
15725,17624,66651,0
15717,17593,66690,0
15679,17590,66731,0
15662,17568,66770,0
15654,17551,66795,0
15670,17502,66828,0
15664,17474,66862,0
15625,17484,66891,0
15615,17468,66917,0
15601,17448,66951,0
15598,17436,66966,0
15564,17439,66997,0
15548,17425,67027,0
15562,17395,67043,0
15547,17390,67063,0
15562,17369,67069,0
15588,17295,67117,0
15596,17246,67158,0
15577,17221,67202,0
15566,17187,67247,0
15540,17254,67206,0
15515,17359,67126,0
15473,17492,67035,0
15484,17630,66886,0
15507,17753,66740,0
15463,17900,66637,0
15473,18027,66500,0
15454,18090,66456,0
15422,18107,66471,0
15417,18037,66546,0
15405,17981,66614,0
15393,17913,66694,0
15371,17842,66787,0
15350,17830,66820,0
15322,17806,66872,0
15330,17755,66915,0
15318,17696,66986,0
15295,17670,67035,0
15317,17574,67109,0
15301,17561,67138,0
15296,17515,67189,0
15275,17475,67250,0
15269,17440,67291,0
15262,17383,67355,0
15278,17309,67413,0
15308,17219,67473,0
15310,17151,67539,0
15285,17134,67581,0
15296,17063,67641,0
15273,17074,67653,0
15276,17033,67691,0
15278,16967,67755,0
15320,16914,67766,0
15296,16920,67784,0
15282,16882,67836,0
15258,16836,67906,0
15238,16791,67971,0
15238,16747,68015,0
15231,16691,68078,0
15257,16607,68136,0
15263,16581,68156,0
15251,16534,68215,0
15283,16488,68229,0
15267,16471,68262,0
15264,16438,68298,0
15257,16384,68359,0
15288,16298,68414,0
15293,16241,68466,0
15291,16203,68506,0
15270,16217,68513,0
15282,16187,68531,0
15277,16175,68548,0
15272,16150,68578,0
15303,16067,68630,0
15311,16020,68669,0
15297,15997,68706,0
15298,15983,68719,0
15295,15955,68750,0
15274,15924,68802,0
15286,15842,68872,0
15305,15790,68905,0
15278,15758,68964,0
15254,15762,68984,0
15272,15748,68980,0
15276,15742,68982,0
15299,15710,68991,0
15278,15681,69041,0
15300,15635,69065,0
15302,15617,69081,0
15292,15624,69084,0
15292,15581,69127,0
15258,15599,69143,0
15266,15589,69145,0
15291,15520,69189,0
15293,15507,69200,0
15289,15492,69219,0
15293,15486,69221,0
15282,15463,69255,0
15254,15474,69272,0
15237,15475,69288,0
15241,15440,69319,0
15221,15428,69351,0
15214,15402,69384,0
15199,15400,69401,0
15172,15408,69420,0
15180,15371,69449,0
15207,15339,69454,0
15240,15297,69463,0
15222,15281,69497,0
15224,15275,69501,0
15245,15242,69513,0
15231,15231,69538,0
15208,15218,69574,0
15203,15203,69594,0
15229,15159,69612,0
15251,15098,69651,0
15270,15055,69675,0
15308,14994,69698,0
15313,14962,69725,0
15300,14941,69759,0
15306,14875,69819,0
15297,14865,69838,0
15310,14811,69879,0
15302,14798,69900,0
15286,14739,69975,0
15294,14708,69998,0
15335,14643,70022,0
15339,14619,70042,0
15343,14570,70087,0
15366,14537,70097,0
15340,14510,70150,0
15355,14435,70210,0
15384,14364,70252,0
15375,14303,70322,0
15398,14256,70346,0
15407,14228,70365,0
15399,14210,70391,0
15380,14213,70407,0
15402,14167,70431,0
15422,14118,70460,0
15424,14108,70468,0
15419,14090,70491,0
15442,14010,70548,0
15468,13982,70550,0
15459,13969,70572,0
15475,13920,70605,0
15453,13900,70647,0
15473,13868,70659,0
15477,13812,70711,0
15490,13753,70757,0
15492,13715,70793,0
15504,13708,70788,0
15522,13656,70822,0
15516,13614,70870,0
15501,13578,70921,0
15518,13536,70946,0
15527,13506,70967,0
15532,13498,70970,0
15538,13469,70993,0
15535,13443,71022,0
15516,13424,71060,0
15519,13376,71105,0
15519,13352,71129,0
15513,13323,71164,0
15505,13319,71176,0
15505,13308,71187,0
15533,13266,71201,0
15558,13217,71225,0
15558,13170,71272,0
15577,13126,71297,0
15593,13087,71320,0
15605,13076,71319,0
15649,13036,71315,0
15681,12966,71353,0
15688,12925,71387,0
15703,12875,71422,0
15702,12828,71470,0
15708,12797,71495,0
15699,12778,71523,0
15730,12737,71533,0
15764,12700,71536,0
15774,12685,71541,0
15795,12621,71584,0
15848,12566,71586,0
15866,12526,71608,0
15890,12489,71621,0
15920,12438,71642,0
15946,12400,71654,0
15965,12368,71667,0
15981,12343,71676,0
16017,12305,71678,0
16052,12247,71701,0
16087,12189,71724,0
16104,12196,71700,0
16107,12170,71723,0
16119,12125,71756,0
16142,12059,71799,0
16159,12033,71808,0
16215,11975,71810,0
16236,11938,71826,0
16257,11900,71843,0
16285,11849,71866,0
16298,11799,71903,0
16318,11760,71922,0
16345,11736,71919,0
16391,11706,71903,0
16393,11682,71925,0
16414,11640,71946,0
16451,11584,71965,0
16508,11537,71955,0
16546,11468,71986,0
16609,11403,71988,0
16632,11370,71998,0
16638,11359,72003,0
16651,11325,72024,0
16659,11300,72041,0
16657,11274,72069,0
16684,11214,72102,0
16721,11144,72135,0
16740,11090,72170,0
16773,11042,72185,0
16812,10984,72204,0
16843,10935,72222,0
16868,10905,72227,0
16907,10847,72246,0
16948,10806,72246,0
16962,10773,72265,0
16979,10754,72267,0
16999,10705,72296,0
17029,10668,72303,0
17043,10620,72337,0
17071,10571,72358,0
17112,10515,72373,0
17126,10503,72371,0
17137,10500,72363,0
17184,10473,72343,0
17209,10432,72359,0
17244,10411,72345,0
17278,10352,72370,0
18024,9548,72428,0
18091,9484,72425,0
18090,9491,72419,0
18095,9475,72430,0
18099,9474,72427,0
18127,9461,72412,0
18172,9432,72396,0
18219,9395,72386,0
18241,9361,72398,0
18268,9346,72386,0
18283,9298,72419,0
18295,9276,72429,0
18344,9238,72418,0
18372,9218,72410,0
18422,9189,72389,0
18456,9184,72360,0
18496,9176,72328,0
18517,9130,72353,0
18534,9118,72348,0
18547,9084,72369,0
18577,9078,72345,0
18589,9054,72357,0
18613,9039,72348,0
18645,9017,72338,0
18674,8989,72337,0
18693,8930,72377,0
18732,8873,72395,0
18765,8842,72393,0
18820,8790,72390,0
18840,8752,72408,0
18869,8728,72403,0
18862,8720,72418,0
18892,8661,72447,0
18911,8634,72455,0
18931,8624,72445,0
18939,8634,72427,0
18943,8618,72439,0
18952,8613,72435,0
18971,8610,72419,0
19006,8582,72412,0
19029,8577,72394,0
19071,8565,72364,0
19087,8564,72349,0
19094,8566,72340,0
19134,8565,72301,0
19166,8558,72276,0
19230,8543,72227,0
19273,8518,72209,0
19294,8514,72192,0
19321,8500,72179,0
19342,8495,72163,0
19351,8495,72154,0
19399,8486,72115,0
19465,8482,72053,0
19511,8495,71994,0
19539,8479,71982,0
19580,8483,71937,0
19647,8461,71892,0
19705,8456,71839,0
19759,8430,71811,0
19780,8438,71782,0
19807,8436,71757,0
19830,8456,71714,0
19852,8464,71684,0
19874,8482,71644,0
19925,8455,71620,0
19980,8420,71600,0
19995,8424,71581,0
20003,8429,71568,0
20022,8460,71518,0
20058,8457,71485,0
20079,8466,71455,0
20140,8468,71392,0
20174,8461,71365,0
20209,8467,71324,0
20240,8474,71286,0
20284,8454,71262,0
20339,8440,71221,0
20360,8473,71167,0
20372,8502,71126,0
20414,8510,71076,0
20465,8530,71005,0
20505,8549,70946,0
20513,8594,70893,0
20602,8556,70842,0
20665,8553,70782,0
20723,8548,70729,0
20758,8557,70685,0
20801,8553,70646,0
20852,8585,70563,0
20927,8588,70485,0
20975,8598,70427,0
21020,8613,70367,0
21049,8641,70310,0
21094,8630,70276,0
21141,8647,70212,0
21225,8631,70144,0
21259,8630,70111,0
21290,8654,70056,0
21347,8660,69993,0
21365,8674,69961,0
21402,8676,69922,0
21468,8678,69854,0
21537,8678,69785,0
21538,8711,69751,0
21567,8699,69734,0
21585,8735,69680,0
21610,8772,69618,0
21613,8816,69571,0
21681,8830,69489,0
21748,8861,69391,0
21765,8960,69275,0
21784,9057,69159,0
21796,9152,69052,0
21824,9238,68938,0
21857,9339,68804,0
21897,9418,68685,0
21946,9452,68602,0
21986,9453,68561,0
22020,9464,68516,0
22045,9466,68489,0
22094,9481,68425,0
22136,9497,68367,0
22146,9526,68328,0
22174,9571,68255,0
22192,9608,68200,0
22220,9630,68150,0
22243,9664,68093,0
22264,9668,68068,0
22289,9687,68024,0
22326,9687,67987,0
22341,9707,67952,0
22369,9724,67907,0
22362,9746,67892,0
22389,9746,67865,0
22389,9789,67822,0
22394,9808,67798,0
22417,9825,67758,0
22431,9859,67710,0
22446,9890,67664,0
22475,9915,67610,0
22490,9955,67555,0
22516,9994,67490,0
22555,10032,67413,0
22562,10077,67361,0
22589,10113,67298,0
22629,10125,67246,0
22667,10153,67180,0
22704,10184,67112,0
22712,10226,67062,0
22726,10254,67020,0
22754,10246,67000,0
22783,10257,66960,0
22787,10292,66921,0
22979,10202,66819,0
23301,9992,66707,0
23348,10031,66621,0
23340,10091,66569,0
23367,10116,66517,0
23360,10170,66470,0
23372,10207,66421,0
23386,10224,66390,0
23413,10235,66352,0
23390,10283,66327,0
23396,10315,66289,0
23402,10355,66243,0
23393,10383,66224,0
23396,10444,66160,0
23466,10499,66035,0
23484,10527,65989,0
23471,10578,65951,0
23488,10602,65910,0
23494,10604,65902,0
23485,10638,65877,0
23509,10660,65831,0
23501,10691,65808,0
23514,10753,65733,0
23502,10804,65694,0
23497,10830,65673,0
23482,10856,65662,0
23484,10888,65628,0
23481,10947,65572,0
23478,10987,65535,0
23500,11011,65489,0
23499,11054,65447,0
23475,11095,65430,0
23487,11133,65380,0
23475,11171,65354,0
23456,11212,65332,0
23425,11266,65309,0
23378,11323,65299,0
23356,11347,65297,0
23375,11372,65253,0
23369,11385,65246,0
23378,11413,65209,0
23369,11467,65164,0
23362,11483,65155,0
23345,11518,65137,0
23316,11569,65115,0
23302,11620,65078,0
23255,11684,65061,0
23256,11717,65027,0
23264,11744,64992,0
23261,11781,64958,0
23246,11816,64938,0
23258,11854,64888,0
23244,11910,64846,0
23250,11942,64808,0
23224,11995,64781,0
23175,12059,64766,0
23179,12112,64709,0
23184,12149,64667,0
23175,12212,64613,0
23153,12271,64576,0
23106,12323,64571,0
23082,12365,64553,0
23066,12394,64540,0
23050,12450,64500,0
23040,12487,64473,0
23022,12542,64436,0
23018,12594,64388,0
23002,12622,64376,0
22994,12679,64327,0
22977,12718,64305,0
22932,12780,64288,0
22893,12868,64239,0
22868,12932,64200,0
22860,12973,64167,0
22839,13043,64118,0
22845,13060,64095,0
22813,13113,64074,0
22802,13176,64022,0
22778,13221,64001,0
22749,13272,63979,0
22742,13314,63944,0
22732,13347,63921,0
22685,13393,63922,0
22664,13436,63900,0
22631,13495,63874,0
22600,13550,63850,0
22584,13623,63793,0
22596,13650,63754,0
22560,13719,63721,0
22551,13774,63675,0
22530,13809,63661,0
22481,13876,63643,0
22459,13928,63613,0
22437,13974,63589,0
22402,14039,63559,0
22377,14094,63529,0
22335,14169,63496,0
22313,14215,63472,0
22272,14274,63454,0
22243,14362,63395,0
22212,14404,63384,0
22183,14464,63353,0
22158,14539,63303,0
22128,14619,63253,0
22073,14679,63248,0
22019,14755,63226,0
21956,14846,63198,0
21920,14937,63143,0
21878,15019,63103,0
21858,15098,63044,0
21810,15238,62952,0
21759,15383,62858,0
21731,15489,62780,0
21675,15669,62656,0
21630,15840,62530,0
21566,15975,62459,0
21499,16053,62448,0
21441,16105,62454,0
21374,16205,62421,0
21322,16285,62393,0
21248,16386,62366,0
21186,16469,62345,0
21152,16553,62295,0
21074,16651,62275,0
21024,16758,62218,0
20982,16819,62199,0
20950,16872,62178,0
20880,16972,62148,0
20797,17106,62097,0
20769,17182,62049,0
20721,17269,62010,0
20640,17350,62010,0
20566,17420,62014,0
20498,17513,61989,0
20417,17641,61942,0
20350,17770,61880,0
20274,17892,61834,0
20201,17971,61828,0
20177,18029,61794,0
20127,18102,61771,0
20070,18189,61741,0
20041,18260,61699,0
19987,18331,61682,0
19939,18375,61686,0
19884,18459,61657,0
19784,18590,61626,0
19735,18675,61590,0
19681,18771,61548,0
19653,18838,61509,0
19625,18889,61486,0
19582,18979,61439,0
19544,19026,61430,0
19504,19105,61391,0
19425,19220,61355,0
19348,19325,61327,0
19261,19458,61281,0
19195,19530,61275,0
19124,19640,61236,0
19030,19742,61228,0
18962,19827,61211,0
18880,19933,61187,0
18803,20016,61181,0
18746,20060,61194,0
18666,20168,61166,0
18576,20260,61164,0
18499,20392,61109,0
18400,20503,61097,0
18322,20615,61063,0
