Healthy, Infected, Recovered, Immune
52901,9246,37853,0
52889,9273,37838,0
52862,9305,37833,0
52839,9332,37829,0
52824,9317,37859,0
52805,9330,37865,0
52780,9323,37897,0
52746,9354,37900,0
52709,9380,37911,0
52674,9414,37912,0
52657,9429,37914,0
52634,9425,37941,0
52650,9401,37949,0
52622,9395,37983,0
52596,9396,38008,0
52572,9423,38005,0
52537,9441,38022,0
52507,9453,38040,0
52488,9434,38078,0
52436,9449,38115,0
52385,9488,38127,0
52338,9527,38135,0
52324,9506,38170,0
52307,9513,38180,0
52306,9497,38197,0
52283,9498,38219,0
52274,9497,38229,0
52252,9516,38232,0
52230,9516,38254,0
52207,9551,38242,0
52175,9566,38259,0
52173,9565,38262,0
52178,9534,38288,0
52145,9541,38314,0
52143,9550,38307,0
52124,9551,38325,0
52108,9546,38346,0
52079,9575,38346,0
52036,9604,38360,0
51998,9632,38370,0
51984,9640,38376,0
51952,9664,38384,0
51929,9649,38422,0
51915,9631,38454,0
51862,9657,38481,0
51810,9689,38501,0
51752,9724,38524,0
51707,9762,38531,0
51681,9787,38532,0
51632,9814,38554,0
51596,9843,38561,0
51559,9876,38565,0
51510,9922,38568,0
51462,9979,38559,0
51411,10035,38554,0
51401,10049,38550,0
51371,10072,38557,0
51347,10110,38543,0
51315,10140,38545,0
51298,10160,38542,0
51685,9745,38570,0
51688,9711,38601,0
51662,9717,38621,0
51634,9737,38629,0
51627,9755,38618,0
51591,9770,38639,0
51550,9795,38655,0
51496,9809,38695,0
51435,9827,38738,0
51376,9862,38762,0
51335,9910,38755,0
51319,9911,38770,0
51312,9900,38788,0
51257,9905,38838,0
51224,9929,38847,0
51193,9952,38855,0
51158,9985,38857,0
51123,9995,38882,0
51071,10039,38890,0
51024,10054,38922,0
50977,10079,38944,0
50939,10088,38973,0
50896,10104,39000,0
50827,10154,39019,0
50806,10152,39042,0
50777,10157,39066,0
50736,10163,39101,0
50707,10169,39124,0
50686,10184,39130,0
50647,10209,39144,0
50639,10197,39164,0
50625,10178,39197,0
50616,10166,39218,0
50602,10182,39216,0
50563,10199,39238,0
50549,10205,39246,0
50502,10237,39261,0
50490,10244,39266,0
50456,10249,39295,0
50451,10243,39306,0
50408,10258,39334,0
50365,10274,39361,0
50334,10300,39366,0
50299,10278,39423,0
50221,10339,39440,0
50159,10385,39456,0
50105,10416,39479,0
50056,10444,39500,0
49998,10449,39553,0
49949,10463,39588,0
49906,10478,39616,0
49856,10491,39653,0
49816,10506,39678,0
49789,10510,39701,0
49724,10570,39706,0
49712,10561,39727,0
49674,10577,39749,0
49627,10587,39786,0
49553,10636,39811,0
49520,10654,39826,0
49485,10693,39822,0
49442,10720,39838,0
49415,10732,39853,0
49383,10766,39851,0
49351,10750,39899,0
49324,10758,39918,0
49295,10755,39950,0
49248,10755,39997,0
49227,10751,40022,0
49194,10737,40069,0
49156,10747,40097,0
49144,10768,40088,0
49142,10765,40093,0
49129,10752,40119,0
49088,10774,40138,0
49066,10772,40162,0
49042,10776,40182,0
49004,10796,40200,0
48978,10808,40214,0
48949,10802,40249,0
48916,10818,40266,0
48872,10864,40264,0
48839,10897,40264,0
48823,10903,40274,0
48800,10890,40310,0
48808,10863,40329,0
48781,10864,40355,0
48751,10913,40336,0
48702,10935,40363,0
48661,10970,40369,0
48625,10981,40394,0
48577,11008,40415,0
48571,10975,40454,0
48561,10939,40500,0
48516,10927,40557,0
48477,10954,40569,0
48450,10955,40595,0
48424,10945,40631,0
48420,10900,40680,0
48400,10893,40707,0
48387,10859,40754,0
48367,10853,40780,0
48323,10850,40827,0
48286,10862,40852,0
48263,10838,40899,0
48227,10843,40930,0
48211,10834,40955,0
48177,10874,40949,0
48144,10936,40920,0
48102,11054,40844,0
48093,11148,40759,0
48058,11258,40684,0
48028,11361,40611,0
47971,11448,40581,0
47945,11490,40565,0
47883,11532,40585,0
47869,11540,40591,0
47822,11540,40638,0
47795,11559,40646,0
47765,11562,40673,0
47751,11526,40723,0
47737,11494,40769,0
47726,11433,40841,0
47690,11437,40873,0
47660,11453,40887,0
47610,11486,40904,0
47570,11509,40921,0
47536,11501,40963,0
47506,11478,41016,0
47478,11476,41046,0
47429,11503,41068,0
47408,11474,41118,0
47399,11472,41129,0
47355,11471,41174,0
47319,11464,41217,0
47265,11465,41270,0
47217,11462,41321,0
47183,11473,41344,0
47153,11456,41391,0
47111,11475,41414,0
47081,11485,41434,0
47037,11505,41458,0
46966,11558,41476,0
46933,11581,41486,0
46868,11655,41477,0
46822,11690,41488,0
46801,11694,41505,0
46767,11696,41537,0
46729,11708,41563,0
46676,11727,41597,0
46611,11765,41624,0
46550,11823,41627,0
46504,11846,41650,0
46461,11848,41691,0
46435,11871,41694,0
46407,11886,41707,0
46369,11872,41759,0
46320,11887,41793,0
46294,11857,41849,0
46268,11846,41886,0
46223,11867,41910,0
46186,11889,41925,0
46144,11904,41952,0
46086,11922,41992,0
46017,11933,42050,0
45975,11935,42090,0
45936,11930,42134,0
45900,11954,42146,0
45839,11981,42180,0
45805,11999,42196,0
45759,11976,42265,0
45696,12002,42302,0
45641,12001,42358,0
45591,12047,42362,0
45561,12059,42380,0
45495,12098,42407,0
45467,12089,42444,0
45393,12129,42478,0
45338,12163,42499,0
45292,12208,42500,0
45248,12208,42544,0
45204,12228,42568,0
45178,12211,42611,0
45113,12242,42645,0
45084,12248,42668,0
45051,12299,42650,0
44996,12349,42655,0
44947,12397,42656,0
44891,12408,42701,0
44838,12435,42727,0
44773,12461,42766,0
44713,12483,42804,0
44675,12495,42830,0
44630,12515,42855,0
44595,12536,42869,0
44549,12532,42919,0
44496,12564,42940,0
44447,12588,42965,0
44389,12620,42991,0
44331,12656,43013,0
44297,12670,43033,0
44266,12672,43062,0
44216,12669,43115,0
44186,12651,43163,0
44148,12649,43203,0
44121,12668,43211,0
44083,12700,43217,0
44063,12687,43250,0
44024,12689,43287,0
43971,12719,43310,0
43936,12727,43337,0
43886,12760,43354,0
43831,12786,43383,0
43814,12789,43397,0
43760,12836,43404,0
43705,12861,43434,0
43644,12900,43456,0
43581,12931,43488,0
43524,12963,43513,0
43480,13004,43516,0
43437,13017,43546,0
43371,13066,43563,0
43329,13072,43599,0
43266,13111,43623,0
43193,13169,43638,0
43172,13164,43664,0
43120,13173,43707,0
43095,13174,43731,0
43044,13186,43770,0
42987,13209,43804,0
42948,13205,43847,0
42904,13192,43904,0
42864,13198,43938,0
42830,13230,43940,0
42804,13231,43965,0
42763,13262,43975,0
42698,13298,44004,0
42662,13325,44013,0
42614,13329,44057,0
42574,13343,44083,0
42549,13328,44123,0
42485,13357,44158,0
42451,13372,44177,0
42402,13397,44201,0
42357,13402,44241,0
42315,13413,44272,0
42274,13421,44305,0
42236,13436,44328,0
42179,13472,44349,0
42124,13513,44363,0
42066,13518,44416,0
42003,13542,44455,0
41936,13584,44480,0
41903,13591,44506,0
41859,13608,44533,0
41837,13595,44568,0
41784,13608,44608,0
41725,13606,44669,0
41688,13611,44701,0
41651,13596,44753,0
41607,13577,44816,0
41563,13600,44837,0
41515,13615,44870,0
41446,13648,44906,0
41385,13642,44973,0
41327,13665,45008,0
41276,13660,45064,0
41211,13680,45109,0
41126,13681,45193,0
41065,13679,45256,0
41028,13694,45278,0
40943,13738,45319,0
40852,13775,45373,0
40779,13799,45422,0
40729,13797,45474,0
40675,13807,45518,0
40620,13820,45560,0
40562,13809,45629,0
40518,13830,45652,0
40416,13870,45714,0
40364,13857,45779,0
40294,13894,45812,0
40214,13906,45880,0
40517,13237,46246,0
40495,13196,46309,0
40445,13202,46353,0
40394,13192,46414,0
40361,13180,46459,0
40313,13202,46485,0
40253,13186,46561,0
40212,13187,46601,0
40151,13214,46635,0
40105,13242,46653,0
40058,13219,46723,0
40017,13207,46776,0
39950,13210,46840,0
39898,13194,46908,0
39842,13201,46957,0
39798,13189,47013,0
39737,13194,47069,0
39703,13182,47115,0
39655,13183,47162,0
39603,13197,47200,0
39549,13177,47274,0
39510,13163,47327,0
39424,13188,47388,0
39360,13190,47450,0
39295,13192,47513,0
39251,13177,47572,0
39226,13147,47627,0
39159,13166,47675,0
39097,13197,47706,0
39041,13175,47784,0
38969,13196,47835,0
38873,13246,47881,0
38815,13236,47949,0
38774,13269,47957,0
38721,13272,48007,0
38662,13272,48066,0
38602,13286,48112,0
38542,13290,48168,0
38500,13279,48221,0
38452,13260,48288,0
38412,13256,48332,0
38357,13235,48408,0
38291,13234,48475,0
38226,13230,48544,0
38181,13220,48599,0
38136,13195,48669,0
38085,13174,48741,0
38034,13170,48796,0
37971,13167,48862,0
37915,13143,48942,0
37870,13119,49011,0
37812,13120,49068,0
37763,13118,49119,0
37698,13137,49165,0
37674,13105,49221,0
37602,13121,49277,0
37586,13070,49344,0
37549,13060,49391,0
37500,13034,49466,0
37456,13039,49505,0
37401,13043,49556,0
37356,13054,49590,0
37288,13067,49645,0
37242,13033,49725,0
37207,13010,49783,0
37151,13016,49833,0
37074,13041,49885,0
37017,13041,49942,0
36974,13064,49962,0
36906,13082,50012,0
36851,13099,50050,0
36775,13122,50103,0
36727,13106,50167,0
36662,13103,50235,0
36609,13114,50277,0
36565,13109,50326,0
36528,13073,50399,0
36494,13054,50452,0
36474,13040,50486,0
36418,13069,50513,0
36378,13086,50536,0
36331,13120,50549,0
36296,13118,50586,0
36282,13096,50622,0
36231,13096,50673,0
36187,13094,50719,0
36129,13106,50765,0
36072,13122,50806,0
36036,13117,50847,0
35963,13124,50913,0
35915,13126,50959,0
35851,13111,51038,0
35801,13109,51090,0
35745,13104,51151,0
35690,13112,51198,0
35617,13130,51253,0
35568,13111,51321,0
35515,13104,51381,0
35454,13102,51444,0
35410,13100,51490,0
35362,13116,51522,0
35307,13127,51566,0
35254,13135,51611,0
35229,13111,51660,0
35152,13114,51734,0
35074,13133,51793,0
34994,13143,51863,0
34942,13148,51910,0
34856,13163,51981,0
34788,13203,52009,0
34717,13291,51992,0
34622,13437,51941,0
34529,13603,51868,0
34451,13752,51797,0
34368,13895,51737,0
34294,14002,51704,0
34218,14057,51725,0
34162,14059,51779,0
34086,14081,51833,0
33985,14141,51874,0
33902,14174,51924,0
33822,14211,51967,0
33744,14237,52019,0
33680,14250,52070,0
33613,14250,52137,0
33543,14279,52178,0
33476,14297,52227,0
33392,14322,52286,0
33336,14328,52336,0
33233,14365,52402,0
33149,14409,52442,0
33104,14406,52490,0
33041,14424,52535,0
32961,14440,52599,0
32881,14462,52657,0
32803,14493,52704,0
32717,14537,52746,0
32637,14556,52807,0
32556,14585,52859,0
32466,14623,52911,0
32380,14650,52970,0
32312,14691,52997,0
32248,14727,53025,0
32181,14751,53068,0
32126,14758,53116,0
32030,14797,53173,0
31962,14802,53236,0
31868,14812,53320,0
31786,14834,53380,0
31701,14870,53429,0
31636,14899,53465,0
31546,14890,53564,0
31466,14876,53658,0
31411,14905,53684,0
31337,14936,53727,0
31269,14974,53757,0
31206,14998,53796,0
31129,15035,53836,0
31061,15054,53885,0
30986,15059,53955,0
30928,15055,54017,0
30893,15049,54058,0
30826,15085,54089,0
30769,15110,54121,0
30694,15134,54172,0
30632,15163,54205,0
30563,15190,54247,0
30515,15205,54280,0
30451,15232,54317,0
30375,15264,54361,0
30306,15270,54424,0
30224,15305,54471,0
30162,15320,54518,0
30081,15363,54556,0
30009,15416,54575,0
29932,15483,54585,0
29852,15544,54604,0
29789,15592,54619,0
29674,15675,54651,0
29618,15676,54706,0
29582,15688,54730,0
29516,15692,54792,0
29446,15709,54845,0
29374,15761,54865,0
29317,15787,54896,0
29278,15776,54946,0
29188,15790,55022,0
29117,15793,55090,0
29064,15804,55132,0
29010,15834,55156,0
28944,15832,55224,0
28895,15820,55285,0
28819,15865,55316,0
28775,15867,55358,0
28703,15893,55404,0
28623,15925,55452,0
28577,15930,55493,0
28510,15968,55522,0
28438,16004,55558,0
28382,16013,55605,0
28351,15983,55666,0
28300,15995,55705,0
28238,16022,55740,0
28199,16044,55757,0
28149,16058,55793,0
28118,16045,55837,0
28051,16078,55871,0
28013,16060,55927,0
27965,16058,55977,0
27904,16078,56018,0
27869,16064,56067,0
27836,16041,56123,0
27769,16061,56170,0
27730,16059,56211,0
27716,16013,56271,0
27669,16018,56313,0
27642,15991,56367,0
27634,15928,56438,0
27610,15931,56459,0
27578,15913,56509,0
27533,15922,56545,0
27507,15902,56591,0
27501,15880,56619,0
27480,15842,56678,0
27442,15824,56734,0
27396,15818,56786,0
27365,15775,56860,0
27324,15739,56937,0
27292,15716,56992,0
27265,15687,57048,0
27213,15653,57134,0
27192,15595,57213,0
27155,15559,57286,0
27114,15494,57392,0
27043,15493,57464,0
27020,15450,57530,0
26966,15450,57584,0
26960,15379,57661,0
26931,15367,57702,0
26871,15321,57808,0
26833,15264,57903,0
26819,15235,57946,0
26802,15199,57999,0
26774,15172,58054,0
26757,15150,58093,0
26714,15120,58166,0
26692,15067,58241,0
26665,15034,58301,0
26639,14993,58368,0
26612,14978,58410,0
26613,14940,58447,0
26580,14903,58517,0
26537,14906,58557,0
26517,14824,58659,0
26483,14789,58728,0
26448,14759,58793,0
26427,14726,58847,0
26409,14682,58909,0
26378,14616,59006,0
26355,14582,59063,0
26325,14539,59136,0
26273,14535,59192,0
26246,14496,59258,0
26212,14475,59313,0
26190,14442,59368,0
26158,14397,59445,0
26109,14398,59493,0
26052,14369,59579,0
26057,14289,59654,0
26051,14244,59705,0
26020,14239,59741,0
25985,14206,59809,0
25943,14195,59862,0
25932,14126,59942,0
25923,14107,59970,0
25911,14074,60015,0
25873,14061,60066,0
25857,14030,60113,0
25808,13995,60197,0
25752,14002,60246,0
25711,14014,60275,0
25695,13993,60312,0
25686,13968,60346,0
25655,13948,60397,0
25628,13928,60444,0
25616,13870,60514,0
25583,13869,60548,0
25549,13853,60598,0
25497,13851,60652,0
25485,13803,60712,0
25471,13769,60760,0
25446,13744,60810,0
25396,13706,60898,0
25375,13679,60946,0
25367,13629,61004,0
25346,13578,61076,0
25321,13510,61169,0
25308,13477,61215,0
25314,13414,61272,0
25270,13395,61335,0
25247,13364,61389,0
25207,13364,61429,0
25200,13336,61464,0
25178,13317,61505,0
25128,13315,61557,0
25107,13267,61626,0
25059,13265,61676,0
25020,13238,61742,0
24993,13254,61753,0
24984,13201,61815,0
24982,13148,61870,0
24977,13125,61898,0
24961,13095,61944,0
24924,13083,61993,0
24894,13066,62040,0
24869,13016,62115,0
24833,13004,62163,0
24822,12966,62212,0
24786,12923,62291,0
24755,12931,62314,0
24742,12909,62349,0
24702,12917,62381,0
24664,12910,62426,0
24641,12872,62487,0
24652,12803,62545,0
24645,12768,62587,0
24612,12772,62616,0
25055,12030,62915,0
25064,12028,62908,0
25042,12039,62919,0
25003,12047,62950,0
24979,12064,62957,0
24960,12079,62961,0
24998,12009,62993,0
25013,11948,63039,0
25008,11953,63039,0
24982,11966,63052,0
24974,11938,63088,0
24960,11924,63116,0
24940,11926,63134,0
24926,11929,63145,0
24913,11915,63172,0
24912,11909,63179,0
24890,11920,63190,0
24852,11918,63230,0
24832,11915,63253,0
24830,11879,63291,0
24843,11867,63290,0
24834,11860,63306,0
24825,11856,63319,0
24812,11858,63330,0
24813,11832,63355,0
24803,11824,63373,0
24795,11802,63403,0
24797,11752,63451,0
24784,11765,63451,0
24769,11787,63444,0
24744,11765,63491,0
24753,11758,63489,0
24717,11764,63519,0
24693,11773,63534,0
24699,11750,63551,0
24681,11747,63572,0
24646,11770,63584,0
24616,11769,63615,0
24586,11770,63644,0
24585,11741,63674,0
24567,11720,63713,0
24562,11745,63693,0
24519,11754,63727,0
24495,11748,63757,0
24476,11757,63767,0
24482,11747,63771,0
24465,11751,63784,0
24472,11715,63813,0
24483,11691,63826,0
24440,11723,63837,0
24394,11714,63892,0
24385,11714,63901,0
24368,11690,63942,0
24342,11681,63977,0
24349,11621,64030,0
24360,11621,64019,0
24352,11631,64017,0
24318,11645,64037,0
24308,11616,64076,0
24294,11618,64088,0
24330,11597,64073,0
24329,11579,64092,0
24304,11604,64092,0
24299,11579,64122,0
24286,11569,64145,0
24268,11564,64168,0
24245,11546,64209,0
24224,11543,64233,0
24225,11525,64250,0
24218,11507,64275,0
24191,11508,64301,0
24182,11492,64326,0
24171,11474,64355,0
24165,11442,64393,0
24177,11404,64419,0
24149,11407,64444,0
24123,11408,64469,0
24119,11376,64505,0
24121,11357,64522,0
24115,11333,64552,0
24112,11325,64563,0
24075,11350,64575,0
24065,11358,64577,0
24081,11365,64554,0
24092,11331,64577,0
24097,11311,64592,0
24089,11289,64622,0
24089,11280,64631,0
24100,11294,64606,0
24101,11280,64619,0
24073,11286,64641,0
24070,11259,64671,0
24103,11208,64689,0
24099,11206,64695,0
24115,11196,64689,0
24111,11191,64698,0
24118,11200,64682,0
24112,11199,64689,0
24129,11191,64680,0
24127,11161,64712,0
24131,11128,64741,0
24130,11131,64739,0
24136,11116,64748,0
24159,11095,64746,0
24170,11080,64750,0
24205,11033,64762,0
24211,11011,64778,0
24210,10996,64794,0
24170,11022,64808,0
24158,11029,64813,0
24168,11025,64807,0
24172,11022,64806,0
24176,11040,64784,0
24181,11086,64733,0
24169,11180,64651,0
24174,11265,64561,0
24182,11346,64472,0
24203,11434,64363,0
24199,11496,64305,0
24201,11516,64283,0
24221,11489,64290,0
24239,11471,64290,0
24242,11429,64329,0
24275,11382,64343,0
24308,11350,64342,0
24339,11356,64305,0
24337,11365,64298,0
24348,11367,64285,0
24367,11360,64273,0
24363,11344,64293,0
24365,11347,64288,0
24370,11348,64282,0
24389,11306,64305,0
24398,11290,64312,0
24435,11264,64301,0
24414,11258,64328,0
24418,11241,64341,0
24440,11231,64329,0
24461,11202,64337,0
24473,11200,64327,0
24485,11198,64317,0
24492,11185,64323,0
24514,11173,64313,0
24536,11159,64305,0
24538,11170,64292,0
24563,11167,64270,0
24561,11169,64270,0
24565,11173,64262,0
24555,11158,64287,0
24570,11136,64294,0
24580,11123,64297,0
24562,11144,64294,0
24601,11103,64296,0
24619,11099,64282,0
24631,11086,64283,0
24637,11063,64300,0
24645,11015,64340,0
24632,11004,64364,0
24643,10986,64371,0
24682,10961,64357,0
24678,10958,64364,0
24700,10942,64358,0
24687,10933,64380,0
24688,10934,64378,0
24707,10910,64383,0
24727,10887,64386,0
24754,10871,64375,0
24756,10874,64370,0
24751,10887,64362,0
24755,10870,64375,0
24774,10860,64366,0
24774,10854,64372,0
24773,10852,64375,0
24782,10824,64394,0
24801,10817,64382,0
24792,10832,64376,0
24795,10812,64393,0
24810,10806,64384,0
24806,10807,64387,0
24785,10826,64389,0
24806,10807,64387,0
24816,10801,64383,0
24807,10799,64394,0
24778,10822,64400,0
24791,10819,64390,0
24788,10842,64370,0
24787,10822,64391,0
24825,10781,64394,0
24830,10789,64381,0
24826,10807,64367,0
24828,10811,64361,0
24801,10828,64371,0
24807,10832,64361,0
24805,10842,64353,0
24815,10836,64349,0
24823,10851,64326,0
24808,10879,64313,0
24793,10885,64322,0
24809,10896,64295,0
24826,10906,64268,0
24827,10911,64262,0
24866,10873,64261,0
24850,10883,64267,0
24844,10875,64281,0
24869,10847,64284,0
24863,10873,64264,0
24848,10889,64263,0
24860,10885,64255,0
24889,10860,64251,0
24891,10850,64259,0
24922,10820,64258,0
24918,10820,64262,0
24924,10829,64247,0
24933,10827,64240,0
24970,10819,64211,0
24948,10848,64204,0
24938,10856,64206,0
24934,10850,64216,0
24948,10849,64203,0
24946,10843,64211,0
24959,10839,64202,0
24990,10824,64186,0
25022,10827,64151,0
25024,10837,64139,0
25059,10839,64102,0
25044,10872,64084,0
25068,10880,64052,0
25070,10904,64026,0
25100,10886,64014,0
25108,10870,64022,0
25093,10880,64027,0
25108,10867,64025,0
25124,10878,63998,0
25139,10886,63975,0
25196,10881,63923,0
25204,10892,63904,0
25204,10886,63910,0
25212,10902,63886,0
25215,10900,63885,0
25241,10919,63840,0
25250,10932,63818,0
25283,10932,63785,0
25290,10935,63775,0
25293,10971,63736,0
25318,10976,63706,0
25335,11015,63650,0
25357,11048,63595,0
25402,11063,63535,0
25413,11086,63501,0
25397,11115,63488,0
25386,11154,63460,0
25399,11167,63434,0
25403,11177,63420,0
25423,11208,63369,0
25450,11232,63318,0
25467,11261,63272,0
25476,11265,63259,0
25481,11282,63237,0
25482,11303,63215,0
25505,11326,63169,0
25518,11345,63137,0
25553,11355,63092,0
25570,11366,63064,0
25563,11389,63048,0
25561,11424,63015,0
25554,11462,62984,0
25575,11485,62940,0
25607,11454,62939,0
25592,11476,62932,0
25598,11496,62906,0
25627,11522,62851,0
25642,11536,62822,0
25633,11585,62782,0
25639,11617,62744,0
25653,11640,62707,0
25675,11644,62681,0
25677,11670,62653,0
25683,11696,62621,0
25678,11733,62589,0
25702,11729,62569,0
25728,11731,62541,0
25771,11742,62487,0
25775,11729,62496,0
25773,11758,62469,0
25786,11759,62455,0
25855,11761,62384,0
25925,11738,62337,0
25944,11759,62297,0
25949,11755,62296,0
25973,11773,62254,0
25986,11772,62242,0
25979,11810,62211,0
26000,11812,62188,0
26024,11825,62151,0
26038,11839,62123,0
26033,11862,62105,0
26032,11866,62102,0
26787,11264,61949,0
26795,11278,61927,0
26818,11295,61887,0
26814,11336,61850,0
26813,11372,61815,0
26814,11374,61812,0
26814,11383,61803,0
26833,11388,61779,0
26846,11397,61757,0
26821,11422,61757,0
26826,11429,61745,0
26863,11414,61723,0
26879,11404,61717,0
26874,11371,61755,0
26898,11400,61702,0
26907,11441,61652,0
26908,11461,61631,0
26916,11458,61626,0
26933,11455,61612,0
26928,11489,61583,0
26914,11479,61607,0
26939,11493,61568,0
26934,11508,61558,0
26940,11532,61528,0
26935,11564,61501,0
26941,11593,61466,0
26952,11596,61452,0
26944,11624,61432,0
26959,11634,61407,0
26947,11666,61387,0
26948,11650,61402,0
26939,11665,61396,0
26927,11664,61409,0
26921,11693,61386,0
26906,11713,61381,0
26885,11733,61382,0
26892,11754,61354,0
26843,11797,61360,0
26847,11785,61368,0
26882,11774,61344,0
26887,11801,61312,0
26851,11842,61307,0
26853,11846,61301,0
26856,11858,61286,0
26842,11861,61297,0
26849,11887,61264,0
26850,11892,61258,0
26845,11909,61246,0
26846,11946,61208,0
26850,11945,61205,0
26835,11960,61205,0
26818,11988,61194,0
26792,12019,61189,0
26804,12026,61170,0
26781,12061,61158,0
26789,12096,61115,0
26733,12147,61120,0
26753,12160,61087,0
26740,12163,61097,0
26728,12171,61101,0
26738,12179,61083,0
26698,12239,61063,0
26682,12260,61058,0
26690,12251,61059,0
26687,12229,61084,0
26678,12225,61097,0
26680,12220,61100,0
26673,12226,61101,0
26644,12238,61118,0
26635,12233,61132,0
26631,12244,61125,0
26604,12252,61144,0
26607,12247,61146,0
26591,12257,61152,0
26568,12285,61147,0
26580,12288,61132,0
26580,12305,61115,0
26584,12301,61115,0
26588,12300,61112,0
26540,12317,61143,0
26519,12335,61146,0
26504,12362,61134,0
26499,12371,61130,0
26497,12361,61142,0
26495,12360,61145,0
26512,12326,61162,0
26498,12364,61138,0
26478,12372,61150,0
26447,12383,61170,0
26433,12405,61162,0
26434,12407,61159,0
26410,12432,61158,0
26411,12426,61163,0
26405,12457,61138,0
26417,12472,61111,0
26406,12510,61084,0
26438,12528,61034,0
26408,12561,61031,0
26402,12591,61007,0
26346,12662,60992,0
26335,12701,60964,0
26307,12769,60924,0
26303,12806,60891,0
26301,12814,60885,0
26290,12830,60880,0
26294,12825,60881,0
26270,12834,60896,0
26281,12859,60860,0
26290,12865,60845,0
26263,12902,60835,0
26273,12904,60823,0
26277,12935,60788,0
26284,13015,60701,0
26258,13133,60609,0
26255,13240,60505,0
26220,13362,60418,0
26240,13484,60276,0
26270,13594,60136,0
26268,13661,60071,0
26265,13692,60043,0
26231,13703,60066,0
26231,13705,60064,0
26195,13716,60089,0
26207,13721,60072,0
26212,13727,60061,0
26206,13743,60051,0
26198,13778,60024,0
26153,13801,60046,0
26127,13824,60049,0
26117,13845,60038,0
26098,13874,60028,0
26078,13930,59992,0
26072,13944,59984,0
26052,13966,59982,0
26041,13979,59980,0
26038,14000,59962,0
26037,14009,59954,0
26015,14039,59946,0
25972,14109,59919,0
25936,14162,59902,0
25916,14175,59909,0
25900,14202,59898,0
25860,14242,59898,0
25870,14243,59887,0
25860,14295,59845,0
25840,14330,59830,0
25825,14358,59817,0
25807,14384,59809,0
25771,14428,59801,0
25760,14430,59810,0
25719,14461,59820,0
25713,14497,59790,0
25725,14517,59758,0
25686,14549,59765,0
25654,14582,59764,0
25640,14619,59741,0
25594,14668,59738,0
25599,14709,59692,0
25561,14773,59666,0
25527,14800,59673,0
25505,14828,59667,0
25492,14841,59667,0
25475,14888,59637,0
25465,14928,59607,0
25432,14975,59593,0
25416,15012,59572,0
25385,15077,59538,0
25392,15105,59503,0
25382,15119,59499,0
25420,15107,59473,0
25380,15172,59448,0
25356,15230,59414,0
25357,15244,59399,0
25293,15309,59398,0
25255,15332,59413,0
25195,15408,59397,0
25206,15441,59353,0
25174,15500,59326,0
25162,15542,59296,0
25126,15589,59285,0
25083,15629,59288,0
25055,15681,59264,0
25036,15706,59258,0
25023,15733,59244,0
24974,15809,59217,0
24975,15837,59188,0
24947,15889,59164,0
24933,15933,59134,0
24906,15993,59101,0
24899,16032,59069,0
24890,16047,59063,0
24851,16108,59041,0
24863,16134,59003,0
24830,16199,58971,0
24815,16226,58959,0
24812,16259,58929,0
24827,16286,58887,0
24772,16368,58860,0
24739,16404,58857,0
24695,16443,58862,0
24671,16485,58844,0
24670,16519,58811,0
24669,16541,58790,0
24633,16597,58770,0
24628,16641,58731,0
24593,16698,58709,0
24547,16725,58728,0
24529,16762,58709,0
24511,16803,58686,0
24521,16848,58631,0
24503,16889,58608,0
24469,16935,58596,0
24453,16980,58567,0
24399,17044,58557,0
24411,17073,58516,0
24427,17101,58472,0
24408,17134,58458,0
24344,17179,58477,0
24294,17211,58495,0
24264,17225,58511,0
24235,17268,58497,0
24206,17293,58501,0
24185,17364,58451,0
24151,17416,58433,0
24095,17473,58432,0
24063,17531,58406,0
24021,17571,58408,0
23984,17612,58404,0
23946,17655,58399,0
23917,17700,58383,0
23877,17765,58358,0
23855,17814,58331,0
23833,17867,58300,0
23765,17933,58302,0
23732,17998,58270,0
23708,18041,58251,0
23704,18049,58247,0
23676,18074,58250,0
23625,18130,58245,0
23625,18161,58214,0
23591,18175,58234,0
23532,18198,58270,0
23490,18237,58273,0
23480,18281,58239,0
23440,18328,58232,0
23409,18326,58265,0
23394,18367,58239,0
23382,18369,58249,0
23363,18382,58255,0
23325,18406,58269,0
23293,18418,58289,0
23283,18457,58260,0
23235,18504,58261,0
23178,18549,58273,0
23132,18589,58279,0
23116,18614,58270,0
23053,18645,58302,0
23012,18665,58323,0
23019,18629,58352,0
22999,18618,58383,0
22945,18662,58393,0
22953,18633,58414,0
22921,18653,58426,0
22883,18657,58460,0
22897,18652,58451,0
22860,18652,58488,0
22857,18653,58490,0
22878,18590,58532,0
22879,18557,58564,0
22821,18594,58585,0
22792,18609,58599,0
22774,18619,58607,0
22730,18628,58642,0
22729,18609,58662,0
22731,18555,58714,0
22697,18540,58763,0
22681,18541,58778,0
22646,18547,58807,0
22620,18554,58826,0
22592,18554,58854,0
22583,18510,58907,0
22568,18526,58906,0
22522,18520,58958,0
22488,18528,58984,0
22480,18486,59034,0
22456,18492,59052,0
22434,18486,59080,0
22398,18474,59128,0
22360,18461,59179,0
22339,18452,59209,0
22305,18430,59265,0
22289,18388,59323,0
22872,17383,59745,0
22826,17365,59809,0
22764,17411,59825,0
22739,17382,59879,0
22681,17405,59914,0
22630,17415,59955,0
22591,17405,60004,0
22564,17363,60073,0
22540,17307,60153,0
22486,17332,60182,0
22455,17326,60219,0
22433,17290,60277,0
